Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
2201045,10,BA LAW 10C,YLAW-0C,YLAW 10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,22 LAW,01 LAW,65 Other
2099021,12,BA VOCATIONAL HOME ECONOMICS 12D,YVHE-2D,YVHE 12D,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,20 VOCATIONAL HOME ECONOMICS,"99 VOCATIONAL HOME ECONOMICS, OTHER",05 Applied Skills
5430081,06,LD IEP MODIFIED 6D,XIEPD06,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
1101414,09,CCPT 9 - Technologies de l'info. et comm.,FCCTI09,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
5001271,10,BA VISUAL AND PERFORMING ARTS 10G,YVPA-0G,YVPA 10G,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
1609200,09,Spanish Entry 9,MSPE-09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,09 ITALIC LANGUAGES,30 Languages
3401315,10,BA HEALTH RELATED ACTIVITIES 10B,YHRA-0B,YHRA 10B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
4001083,K,SCIENCE K,MSC---K,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
5690406,06,LD LOCALLY DEVELOPED 6H,XLDCH06,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1312063,10,BA EDUCATION 10B,YED--0B,YED  10B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,13 EDUCATION,"12 TEACHER EDUCATION, GENERAL PROGRAMS",65 Other
2701259,11,BA MATHEMATICS 11B,YMATH1B,YMATH11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,27 MATHEMATICS,"01 MATHEMATICS, GENERAL",35 Mathematics
1101404,12,BA COMPUTER AND INFORMATION SCIENCES 12F,YCAIS2F,YCAIS12F,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
3899023,12,BA PHILOSOPHY AND RELIGION 12G,YPHR-2G,YPHR 12G,Board Authority Authorized,English,Board / Authority,Board / Authority,1/1/2020,,,"1,2,3,4",,,38 PHILOSOPY AND RELIGION,"99 PHILOSOPHY AND RELIGION, OTHER",65 Other
4999013,10,BA TRANSPORT & MATERIEL MOUVEMENT 10C,YFTMM0C,YFTMM10C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,49 TRANSPORTATION AND MATERIAL MOVING,"99 TRANSPORTATION AND MATERIAL MOVING, OTHER",45 Sciences
2099009,12,BA VOCATIONAL HOME ECONOMICS 12C,YVHE-2C,YVHE 12C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,20 VOCATIONAL HOME ECONOMICS,"99 VOCATIONAL HOME ECONOMICS, OTHER",05 Applied Skills
5009580,08,LD BAND 8,XBA--08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
3401360,03,ÉDUCATION PHYSIQUE ET SANTÉ 3,FEPSF03,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,40 Physical Ed
1604013,08,Croatian 8,MCROA08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2010,,,,,,16 FOREIGN LANGUAGES,04 BALTO-SLAVIC LANGUAGES,30 Languages
1604012,07,Croatian 7,MCROA07,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2010,,,,,,16 FOREIGN LANGUAGES,04 BALTO-SLAVIC LANGUAGES,30 Languages
5690379,03,LD LOCALLY DEVELOPED 3E,XLDCE03,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
4704095,10,BA MECANIQUE ET RÉPARATEURS 10C,YFMR-0C,YFMR 10C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,47 MECHANICS AND REPAIRERS,04 MISCELLANEOUS MECHANICS AND REPAIRERS,05 Applied Skills
4999005,11,BA TRANSPORTATION & MATERIAL MOVING 11B,YTMM-1B,YTMM 11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,49 TRANSPORTATION AND MATERIAL MOVING,"99 TRANSPORTATION AND MATERIAL MOVING, OTHER",45 Sciences
1610186,06,Liqwala/Kwakwala 6,MLIKW06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2009,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
4501129,11,BA SOCIAL SCIENCES 11B,YSSC-1B,YSSC 11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,45 SOCIAL SCIENCES,"01 SOCIAL SCIENCES, GENERAL",50 Social Studies
2301074,04,ENGLISH LANGUAGE ARTS 4,MEN--04,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
3701025,12,BA PERSONAL AWARENESS 12A,YPA--2A,YPA  12A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,37 PERSONAL AWARENESS.,01 PERSONAL AWARENESS.,65 Other
4501140,12,BA SCIENCES HUMAINES 12A,YFSSC2A,YFSSC12A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,45 SOCIAL SCIENCES,"01 SOCIAL SCIENCES, GENERAL",50 Social Studies
2301079,09,ENGLISH LANGUAGE ARTS 9,MEN--09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
3201096,12,"BA VOCTNL, CAREER PREP/EXPLORATION 12C",YSEVC2C,YSEVC12C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",65 Other
4001090,06,SCIENCES 6,FSCF-06,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
5430079,06,LD IEP MODIFIED 6B,XIEPB06,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
4399029,12,BA SERVICES DE PROTECTION 12C,YFPSS2C,YFPSS12C,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,43 PROTECTIVE SERVICES,"99 PROTECTIVE SERVICES, OTHER",65 Other
5430049,02,LD IEP MODIFIED 2D,XIEPD02,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
3401326,11,BA ACTIVITÉS RELATIVES À LA SANTÉ 11A,YFHRA1A,YFHRA11A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
5009583,09,LD CHOIR 9,XC---09,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,09 MUSIC,15 Fine Arts
2101461,08,ADST 8:  General Explorations (Modules),MADGE08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
1610267,06,AYAJUTHEM 6,MAYAJ06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2022,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
2301199,12,BA LETTERS/ENGLISH 12E,YLE--2E,YLE  12E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
1101412,08,CCPT 8 - Culture numérique,FCCCN08,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
0899012,11,BA MARKETING AND DISTRIBUTION 11A,YMD--1A,YMD  11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,08 MARKETING AND DISTRIBUTION,"99 MARKETING AND DISTRIBUTION, OTHER",05 Applied Skills
4999002,10,BA TRANSPORTATION & MATERIAL MOVING 10A,YTMM-0A,YTMM 10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,49 TRANSPORTATION AND MATERIAL MOVING,"99 TRANSPORTATION AND MATERIAL MOVING, OTHER",45 Sciences
5690383,04,LD LOCALLY DEVELOPED 4A,XLDCA04,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1609067,07,FRENCH 7,MFR--07,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,16 FOREIGN LANGUAGES,09 ITALIC LANGUAGES,30 Languages
0599176,12,BA ÉTUDES RÉGION ET ETHNIQUES 12A,YFAES2A,YFAES12A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,05 AREA AND ETHNIC STUDIES,"99 AREA AND ETHNIC STUDIES, OTHER",50 Social Studies
3401354,K,ÉDUCATION PHYSIQUE ET SANTÉ M,FEPSF-K,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,40 Physical Ed
3601292,11,BA LEISURE & RECREATIONAL ACTIVITIES 11N,YLRA-1N,YLRA 11N,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
1799008,10,BA ALLIED HEALTH 10C,YAH--0C,YAH  10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,17 ALLIED HEALTH,"99 ALLIED HEALTH, OTHER",45 Sciences
3899008,12,BA PHILOSOPHY AND RELIGION 12B,YPHR-2B,YPHR 12B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,38 PHILOSOPY AND RELIGION,"99 PHILOSOPHY AND RELIGION, OTHER",65 Other
5690402,06,LD LOCALLY DEVELOPED 6D,XLDCD06,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
2101484,09,CCPT 9 - Travail du bois,FCCTB09,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
2301196,10,LF English Level 3/4: Comp-Write,MENFK10,XENFK10,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2010,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
1901018,11,BA HOME ECONOMICS 11B,YHEC-1B,YHEC 11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,19 HOME ECONOMICS.,"01 HOME ECONOMICS, GENERAL",05 Applied Skills
1901017,11,BA HOME ECONOMICS 11A,YHEC-1A,YHEC 11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,19 HOME ECONOMICS.,"01 HOME ECONOMICS, GENERAL",05 Applied Skills
3601249,10,BA LEISURE & RECREATIONAL ACTIVITIES 10F,YLRA-0F,YLRA 10F,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
0599173,11,BA ÉTUDES RÉGION ET ETHNIQUES 11A,YFAES1A,YFAES11A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,05 AREA AND ETHNIC STUDIES,"99 AREA AND ETHNIC STUDIES, OTHER",50 Social Studies
2301156,11,BA LETTERS/ENGLISH 11B,YLE--1B,YLE  11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
3004025,08,LD HUMANITIES 8,XHU--08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,30 MULTI/INTERDISCIPLINARY STUDIES,04 HUMANITIES AND SOCIAL SCIENCES,50 Social Studies
1101406,12,BA COMPUTER AND INFORMATION SCIENCES 12H,YCAIS2H,YCAIS12H,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
1610204,06,Kwak'wala 6,MKWAK06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2010,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
0599165,11,BA AREA AND ETHNIC STUDIES 11E,YAES-1E,YAES 11E,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,05 AREA AND ETHNIC STUDIES,"99 AREA AND ETHNIC STUDIES, OTHER",50 Social Studies
5690432,K,LD LOCALLY DEVELOPED KB,XLDCB-K,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
3401316,10,BA HEALTH RELATED ACTIVITIES 10C,YHRA-0C,YHRA 10C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
1314134,11,BA ELL (ESL) 11A,YESFL1A,YESFL11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,13 EDUCATION,14 TEACHING ENGLISH AS A SECOND LANGUAGE/FOREIGN LANGUAGE,10 English Language Arts
5001328,07,ÉDUCATION ARTISTIQUE 7,FEAF-07,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
5690387,04,LD LOCALLY DEVELOPED 4E,XLDCE04,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1699047,10,BA LANGUAGES OTHER THAN ENGLISH 10A,YLOE-0A,YLOE 10A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
5005250,09,LD STAGECRAFT 9,XST--09,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,05 DRAMATIC ARTS,15 Fine Arts
3101037,12,BA PARCS ET RÉCRÉATION 12A,YFPR-2A,YFPR 12A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,31 PARKS AND RECREATION,"01 PARKS AND RECREATION, GENERAL",65 Other
0901098,12,"BA COMMUNICATIONS, CMNCTN TECHNLGS 12I",YCCT-2I,YCCT 12I,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,09 COMMUNICATIONS,"01 COMMUNICATIONS, GENERAL",25 Information and Communications Technology
3101028,12,BA PARKS AND RECREATION 12A,YPR--2A,YPR  12A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,31 PARKS AND RECREATION,"01 PARKS AND RECREATION, GENERAL",65 Other
4001079,06,SCIENCE 6,MSC--06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,40 PHYSICAL SCIENCES,01 PHYSICAL SCIENCES,45 Sciences
5690394,05,LD LOCALLY DEVELOPED 5D,XLDCD05,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1699051,11,BA LANGUAGES OTHER THAN ENGLISH 11B,YLOE-1B,YLOE 11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,16 FOREIGN LANGUAGES,"99 FOREIGN LANGUAGES, OTHER",30 Languages
2101439,08,LD METALWORK 8,XMW--08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,21 INDUSTRIAL ARTS,01 INDUSTRIAL ARTS,05 Applied Skills
4501111,02,SOCIAL STUDIES 2,MSS--02,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,45 SOCIAL SCIENCES,"01 SOCIAL SCIENCES, GENERAL",50 Social Studies
2301076,06,ENGLISH LANGUAGE ARTS 6,MEN--06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2004,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
1610217,09,SENCOTEN 9,MSENC09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,7/1/2012,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
5430058,03,LD IEP MODIFIED 3E,XIEPE03,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
1101408,08,ADST - Computational Thinking 8,MADCT08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,11 COMPUTER AND INFORMATION SCIENCES,"01 COMPUTER AND INFORMATION SCIENCES, GENERAL",25 Information and Communications Technology
3601289,12,BA LEISURE & RECREATIONAL ACTIVITIES 12K,YLRA-2K,YLRA 12K,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,36 LEISURE AND RECREATIONAL ACTIVITIES,01 LEISURE AND RECREATIONAL ACTIVITIES,65 Other
1001195,08,CCPT 8 - Arts médiatiques,FCCAM08,,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,10 COMMUNICATION TECHNOLOGIES,01 COMMUNICATION TECHNOLOGIES,25 Information and Communications Technology
1799010,11,BA ALLIED HEALTH 11B,YAH--1B,YAH  11B,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,17 ALLIED HEALTH,"99 ALLIED HEALTH, OTHER",45 Sciences
5690493,10,LD ÉLABORÉ LOCALEMENT 10D,XLDCF0D,XLDCF10D,Locally Developed,French,Board / Authority,Board / Authority,9/1/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
1610195,06,Nuu-chah-nulth 6,MNCN-06,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2009,,,,,,16 FOREIGN LANGUAGES,10 NATIVE AMERICAN LANGUAGES,30 Languages
5001296,08,LD DRAWING & PAINTING 8,XDRP-08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
0899017,12,BA MARKETING AND DISTRIBUTION 12C,YMD--2C,YMD  12C,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,08 MARKETING AND DISTRIBUTION,"99 MARKETING AND DISTRIBUTION, OTHER",05 Applied Skills
3201090,11,"BA VOCTNL, CAREER PREP/EXPLORATION 11A",YSEVC1A,YSEVC11A,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",65 Other
4801056,09,LD DRAFTING 9,XDRF-09,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,48 PRECISION PRODUCTION,01 DRAFTING,05 Applied Skills
3401338,08,LD HEALTHY LIVING 8,XHL--08,,Locally Developed,English,Board / Authority,Board / Authority,9/1/2008,,,,,,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
1205099,11,"BA CONSUMER, PERSONAL, & MISC SERVCS 11F",YCPM-1F,YCPM 11F,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,"12 CONSUMER, PERSONAL, AND MISCELLANEOUS SERVICES",05 GENERAL SERVICES,05 Applied Skills
5001289,12,BA VISUAL AND PERFORMING ARTS 12K,YVPA-2K,YVPA 12K,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
3201246,08,CAREER EDUCATION 8,MCE--08,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,32 BASIC SKILLS,"01 BASIC SKILLS, CAREERS AND EMPLOYMENT",20 Health and Career Ed
0601115,09,ADST - Entrepreneurship and Marketing 9,MADEM09,,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2016,,,,,,06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
4704096,11,BA MECANIQUE ET RÉPARATEURS 11A,YFMR-1A,YFMR 11A,Board Authority Authorized,French,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,47 MECHANICS AND REPAIRERS,04 MISCELLANEOUS MECHANICS AND REPAIRERS,05 Applied Skills
5001283,11,BA VISUAL AND PERFORMING ARTS 11P,YVPA-1P,YVPA 11P,Board Authority Authorized,English,Board / Authority,Board / Authority,9/1/2009,,,"1,2,3,4",,,50 VISUAL AND PERFORMING ARTS,"01 VISUAL AND PERFORMING ARTS, GENERAL",15 Fine Arts
5690410,07,LD LOCALLY DEVELOPED 7D,XLDCD07,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
2301143,10,LF English Level 4: Core,MENFD10,XENFD10,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/2008,,,,,,23 LETTERS/ENGLISH,"01 ENGLISH, GENERAL.",10 English Language Arts
5690497,10,LD ÉLABORÉ LOCALEMENT 10H,XLDCF0H,XLDCF10H,Locally Developed,French,Board / Authority,Board / Authority,9/1/2000,,,,,,56 SPECIAL EDUCATION - RESOURCE CURRICULUM - SUBJECT AREA SERVICES,90 GENERAL RESOURCE SERVICES,65 Other
5430093,07,LD IEP MODIFIED 7H,XIEPH07,,Locally Developed,English,Board / Authority,Board / Authority,8/3/2000,,,,,,54 SPECIAL EDUCATION -,30 FUNCTIONAL LIFE SKILLS,60 Special Ed
